Dataset,Description,Category,ID
27143,Area of caudalanteriorcingulate (left hemisphere),Area,1
27236,Area of caudalanteriorcingulate (right hemisphere),Area,2
27144,Area of caudalmiddlefrontal (left hemisphere),Area,3
27237,Area of caudalmiddlefrontal (right hemisphere),Area,4
27145,Area of cuneus (left hemisphere),Area,5
27238,Area of cuneus (right hemisphere),Area,6
27146,Area of entorhinal (left hemisphere),Area,7
27239,Area of entorhinal (right hemisphere),Area,8
27147,Area of fusiform (left hemisphere),Area,9
27240,Area of fusiform (right hemisphere),Area,10
27148,Area of inferiorparietal (left hemisphere),Area,11
27241,Area of inferiorparietal (right hemisphere),Area,12
27149,Area of inferiortemporal (left hemisphere),Area,13
27242,Area of inferiortemporal (right hemisphere),Area,14
27173,Area of insula (left hemisphere),Area,15
27266,Area of insula (right hemisphere),Area,16
27150,Area of isthmuscingulate (left hemisphere),Area,17
27243,Area of isthmuscingulate (right hemisphere),Area,18
27151,Area of lateraloccipital (left hemisphere),Area,19
27244,Area of lateraloccipital (right hemisphere),Area,20
27152,Area of lateralorbitofrontal (left hemisphere),Area,21
27245,Area of lateralorbitofrontal (right hemisphere),Area,22
27153,Area of lingual (left hemisphere),Area,23
27246,Area of lingual (right hemisphere),Area,24
27154,Area of medialorbitofrontal (left hemisphere),Area,25
27247,Area of medialorbitofrontal (right hemisphere),Area,26
27155,Area of middletemporal (left hemisphere),Area,27
27248,Area of middletemporal (right hemisphere),Area,28
27157,Area of paracentral (left hemisphere),Area,29
27250,Area of paracentral (right hemisphere),Area,30
27156,Area of parahippocampal (left hemisphere),Area,31
27249,Area of parahippocampal (right hemisphere),Area,32
27158,Area of parsopercularis (left hemisphere),Area,33
27251,Area of parsopercularis (right hemisphere),Area,34
27159,Area of parsorbitalis (left hemisphere),Area,35
27252,Area of parsorbitalis (right hemisphere),Area,36
27160,Area of parstriangularis (left hemisphere),Area,37
27253,Area of parstriangularis (right hemisphere),Area,38
27161,Area of pericalcarine (left hemisphere),Area,39
27254,Area of pericalcarine (right hemisphere),Area,40
27162,Area of postcentral (left hemisphere),Area,41
27255,Area of postcentral (right hemisphere),Area,42
27163,Area of posteriorcingulate (left hemisphere),Area,43
27256,Area of posteriorcingulate (right hemisphere),Area,44
27164,Area of precentral (left hemisphere),Area,45
27257,Area of precentral (right hemisphere),Area,46
27165,Area of precuneus (left hemisphere),Area,47
27258,Area of precuneus (right hemisphere),Area,48
27166,Area of rostralanteriorcingulate (left hemisphere),Area,49
27259,Area of rostralanteriorcingulate (right hemisphere),Area,50
27167,Area of rostralmiddlefrontal (left hemisphere),Area,51
27260,Area of rostralmiddlefrontal (right hemisphere),Area,52
27168,Area of superiorfrontal (left hemisphere),Area,53
27261,Area of superiorfrontal (right hemisphere),Area,54
27169,Area of superiorparietal (left hemisphere),Area,55
27262,Area of superiorparietal (right hemisphere),Area,56
27170,Area of superiortemporal (left hemisphere),Area,57
27263,Area of superiortemporal (right hemisphere),Area,58
27171,Area of supramarginal (left hemisphere),Area,59
27264,Area of supramarginal (right hemisphere),Area,60
27172,Area of transversetemporal (left hemisphere),Area,61
27265,Area of transversetemporal (right hemisphere),Area,62
27174,Mean thickness of caudalanteriorcingulate (left hemisphere),Mean thickness,63
27267,Mean thickness of caudalanteriorcingulate (right hemisphere),Mean thickness,64
27175,Mean thickness of caudalmiddlefrontal (left hemisphere),Mean thickness,65
27268,Mean thickness of caudalmiddlefrontal (right hemisphere),Mean thickness,66
27176,Mean thickness of cuneus (left hemisphere),Mean thickness,67
27269,Mean thickness of cuneus (right hemisphere),Mean thickness,68
27177,Mean thickness of entorhinal (left hemisphere),Mean thickness,69
27270,Mean thickness of entorhinal (right hemisphere),Mean thickness,70
27178,Mean thickness of fusiform (left hemisphere),Mean thickness,71
27271,Mean thickness of fusiform (right hemisphere),Mean thickness,72
27179,Mean thickness of inferiorparietal (left hemisphere),Mean thickness,73
27272,Mean thickness of inferiorparietal (right hemisphere),Mean thickness,74
27180,Mean thickness of inferiortemporal (left hemisphere),Mean thickness,75
27273,Mean thickness of inferiortemporal (right hemisphere),Mean thickness,76
27204,Mean thickness of insula (left hemisphere),Mean thickness,77
27297,Mean thickness of insula (right hemisphere),Mean thickness,78
27181,Mean thickness of isthmuscingulate (left hemisphere),Mean thickness,79
27274,Mean thickness of isthmuscingulate (right hemisphere),Mean thickness,80
27182,Mean thickness of lateraloccipital (left hemisphere),Mean thickness,81
27275,Mean thickness of lateraloccipital (right hemisphere),Mean thickness,82
27183,Mean thickness of lateralorbitofrontal (left hemisphere),Mean thickness,83
27276,Mean thickness of lateralorbitofrontal (right hemisphere),Mean thickness,84
27184,Mean thickness of lingual (left hemisphere),Mean thickness,85
27277,Mean thickness of lingual (right hemisphere),Mean thickness,86
27185,Mean thickness of medialorbitofrontal (left hemisphere),Mean thickness,87
27278,Mean thickness of medialorbitofrontal (right hemisphere),Mean thickness,88
27186,Mean thickness of middletemporal (left hemisphere),Mean thickness,89
27279,Mean thickness of middletemporal (right hemisphere),Mean thickness,90
27188,Mean thickness of paracentral (left hemisphere),Mean thickness,91
27281,Mean thickness of paracentral (right hemisphere),Mean thickness,92
27187,Mean thickness of parahippocampal (left hemisphere),Mean thickness,93
27280,Mean thickness of parahippocampal (right hemisphere),Mean thickness,94
27189,Mean thickness of parsopercularis (left hemisphere),Mean thickness,95
27282,Mean thickness of parsopercularis (right hemisphere),Mean thickness,96
27190,Mean thickness of parsorbitalis (left hemisphere),Mean thickness,97
27283,Mean thickness of parsorbitalis (right hemisphere),Mean thickness,98
27191,Mean thickness of parstriangularis (left hemisphere),Mean thickness,99
27284,Mean thickness of parstriangularis (right hemisphere),Mean thickness,100
27192,Mean thickness of pericalcarine (left hemisphere),Mean thickness,101
27285,Mean thickness of pericalcarine (right hemisphere),Mean thickness,102
27193,Mean thickness of postcentral (left hemisphere),Mean thickness,103
27286,Mean thickness of postcentral (right hemisphere),Mean thickness,104
27194,Mean thickness of posteriorcingulate (left hemisphere),Mean thickness,105
27287,Mean thickness of posteriorcingulate (right hemisphere),Mean thickness,106
27195,Mean thickness of precentral (left hemisphere),Mean thickness,107
27288,Mean thickness of precentral (right hemisphere),Mean thickness,108
27196,Mean thickness of precuneus (left hemisphere),Mean thickness,109
27289,Mean thickness of precuneus (right hemisphere),Mean thickness,110
27197,Mean thickness of rostralanteriorcingulate (left hemisphere),Mean thickness,111
27290,Mean thickness of rostralanteriorcingulate (right hemisphere),Mean thickness,112
27198,Mean thickness of rostralmiddlefrontal (left hemisphere),Mean thickness,113
27291,Mean thickness of rostralmiddlefrontal (right hemisphere),Mean thickness,114
27199,Mean thickness of superiorfrontal (left hemisphere),Mean thickness,115
27292,Mean thickness of superiorfrontal (right hemisphere),Mean thickness,116
27200,Mean thickness of superiorparietal (left hemisphere),Mean thickness,117
27293,Mean thickness of superiorparietal (right hemisphere),Mean thickness,118
27201,Mean thickness of superiortemporal (left hemisphere),Mean thickness,119
27294,Mean thickness of superiortemporal (right hemisphere),Mean thickness,120
27202,Mean thickness of supramarginal (left hemisphere),Mean thickness,121
27295,Mean thickness of supramarginal (right hemisphere),Mean thickness,122
27203,Mean thickness of transversetemporal (left hemisphere),Mean thickness,123
27296,Mean thickness of transversetemporal (right hemisphere),Mean thickness,124
27205,Volume of caudalanteriorcingulate (left hemisphere),Volume,125
27298,Volume of caudalanteriorcingulate (right hemisphere),Volume,126
27206,Volume of caudalmiddlefrontal (left hemisphere),Volume,127
27299,Volume of caudalmiddlefrontal (right hemisphere),Volume,128
27207,Volume of cuneus (left hemisphere),Volume,129
27300,Volume of cuneus (right hemisphere),Volume,130
27208,Volume of entorhinal (left hemisphere),Volume,131
27301,Volume of entorhinal (right hemisphere),Volume,132
27209,Volume of fusiform (left hemisphere),Volume,133
27302,Volume of fusiform (right hemisphere),Volume,134
27210,Volume of inferiorparietal (left hemisphere),Volume,135
27303,Volume of inferiorparietal (right hemisphere),Volume,136
27211,Volume of inferiortemporal (left hemisphere),Volume,137
27304,Volume of inferiortemporal (right hemisphere),Volume,138
27235,Volume of insula (left hemisphere),Volume,139
27328,Volume of insula (right hemisphere),Volume,140
27212,Volume of isthmuscingulate (left hemisphere),Volume,141
27305,Volume of isthmuscingulate (right hemisphere),Volume,142
27213,Volume of lateraloccipital (left hemisphere),Volume,143
27306,Volume of lateraloccipital (right hemisphere),Volume,144
27214,Volume of lateralorbitofrontal (left hemisphere),Volume,145
27307,Volume of lateralorbitofrontal (right hemisphere),Volume,146
27215,Volume of lingual (left hemisphere),Volume,147
27308,Volume of lingual (right hemisphere),Volume,148
27216,Volume of medialorbitofrontal (left hemisphere),Volume,149
27309,Volume of medialorbitofrontal (right hemisphere),Volume,150
27217,Volume of middletemporal (left hemisphere),Volume,151
27310,Volume of middletemporal (right hemisphere),Volume,152
27219,Volume of paracentral (left hemisphere),Volume,153
27312,Volume of paracentral (right hemisphere),Volume,154
27218,Volume of parahippocampal (left hemisphere),Volume,155
27311,Volume of parahippocampal (right hemisphere),Volume,156
27220,Volume of parsopercularis (left hemisphere),Volume,157
27313,Volume of parsopercularis (right hemisphere),Volume,158
27221,Volume of parsorbitalis (left hemisphere),Volume,159
27314,Volume of parsorbitalis (right hemisphere),Volume,160
27222,Volume of parstriangularis (left hemisphere),Volume,161
27315,Volume of parstriangularis (right hemisphere),Volume,162
27223,Volume of pericalcarine (left hemisphere),Volume,163
27316,Volume of pericalcarine (right hemisphere),Volume,164
27224,Volume of postcentral (left hemisphere),Volume,165
27317,Volume of postcentral (right hemisphere),Volume,166
27225,Volume of posteriorcingulate (left hemisphere),Volume,167
27318,Volume of posteriorcingulate (right hemisphere),Volume,168
27226,Volume of precentral (left hemisphere),Volume,169
27319,Volume of precentral (right hemisphere),Volume,170
27227,Volume of precuneus (left hemisphere),Volume,171
27320,Volume of precuneus (right hemisphere),Volume,172
27228,Volume of rostralanteriorcingulate (left hemisphere),Volume,173
27321,Volume of rostralanteriorcingulate (right hemisphere),Volume,174
27229,Volume of rostralmiddlefrontal (left hemisphere),Volume,175
27322,Volume of rostralmiddlefrontal (right hemisphere),Volume,176
27230,Volume of superiorfrontal (left hemisphere),Volume,177
27323,Volume of superiorfrontal (right hemisphere),Volume,178
27231,Volume of superiorparietal (left hemisphere),Volume,179
27324,Volume of superiorparietal (right hemisphere),Volume,180
27232,Volume of superiortemporal (left hemisphere),Volume,181
27325,Volume of superiortemporal (right hemisphere),Volume,182
27233,Volume of supramarginal (left hemisphere),Volume,183
27326,Volume of supramarginal (right hemisphere),Volume,184
27234,Volume of transversetemporal (left hemisphere),Volume,185
27327,Volume of transversetemporal (right hemisphere),Volume,186
25888,Volume of grey matter in Amygdala (left),Volume of grey matter,187
25889,Volume of grey matter in Amygdala (right),Volume of grey matter,188
25822,Volume of grey matter in Angular Gyrus (left),Volume of grey matter,189
25823,Volume of grey matter in Angular Gyrus (right),Volume of grey matter,190
25892,Volume of grey matter in Brain-Stem,Volume of grey matter,191
25880,Volume of grey matter in Caudate (left),Volume of grey matter,192
25881,Volume of grey matter in Caudate (right),Volume of grey matter,193
25864,Volume of grey matter in Central Opercular Cortex (left),Volume of grey matter,194
25865,Volume of grey matter in Central Opercular Cortex (right),Volume of grey matter,195
25838,"Volume of grey matter in Cingulate Gyrus, anterior division (left)",Volume of grey matter,196
25839,"Volume of grey matter in Cingulate Gyrus, anterior division (right)",Volume of grey matter,197
25840,"Volume of grey matter in Cingulate Gyrus, posterior division (left)",Volume of grey matter,198
25841,"Volume of grey matter in Cingulate Gyrus, posterior division (right)",Volume of grey matter,199
25900,Volume of grey matter in Crus I Cerebellum (left),Volume of grey matter,200
25902,Volume of grey matter in Crus I Cerebellum (right),Volume of grey matter,201
25901,Volume of grey matter in Crus I Cerebellum (vermis),Volume of grey matter,202
25903,Volume of grey matter in Crus II Cerebellum (left),Volume of grey matter,203
25905,Volume of grey matter in Crus II Cerebellum (right),Volume of grey matter,204
25904,Volume of grey matter in Crus II Cerebellum (vermis),Volume of grey matter,205
25844,Volume of grey matter in Cuneal Cortex (left),Volume of grey matter,206
25845,Volume of grey matter in Cuneal Cortex (right),Volume of grey matter,207
25830,Volume of grey matter in Frontal Medial Cortex (left),Volume of grey matter,208
25831,Volume of grey matter in Frontal Medial Cortex (right),Volume of grey matter,209
25862,Volume of grey matter in Frontal Operculum Cortex (left),Volume of grey matter,210
25863,Volume of grey matter in Frontal Operculum Cortex (right),Volume of grey matter,211
25846,Volume of grey matter in Frontal Orbital Cortex (left),Volume of grey matter,212
25847,Volume of grey matter in Frontal Orbital Cortex (right),Volume of grey matter,213
25782,Volume of grey matter in Frontal Pole (left),Volume of grey matter,214
25783,Volume of grey matter in Frontal Pole (right),Volume of grey matter,215
25870,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left),Volume of grey matter,216
25871,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right),Volume of grey matter,217
25886,Volume of grey matter in Hippocampus (left),Volume of grey matter,218
25887,Volume of grey matter in Hippocampus (right),Volume of grey matter,219
25893,Volume of grey matter in I-IV Cerebellum (left),Volume of grey matter,220
25894,Volume of grey matter in I-IV Cerebellum (right),Volume of grey matter,221
25915,Volume of grey matter in IX Cerebellum (left),Volume of grey matter,222
25917,Volume of grey matter in IX Cerebellum (right),Volume of grey matter,223
25916,Volume of grey matter in IX Cerebellum (vermis),Volume of grey matter,224
25792,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",Volume of grey matter,225
25793,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",Volume of grey matter,226
25790,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",Volume of grey matter,227
25791,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",Volume of grey matter,228
25808,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)",Volume of grey matter,229
25809,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)",Volume of grey matter,230
25810,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)",Volume of grey matter,231
25811,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)",Volume of grey matter,232
25812,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)",Volume of grey matter,233
25813,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)",Volume of grey matter,234
25784,Volume of grey matter in Insular Cortex (left),Volume of grey matter,235
25785,Volume of grey matter in Insular Cortex (right),Volume of grey matter,236
25828,Volume of grey matter in Intracalcarine Cortex (left),Volume of grey matter,237
25829,Volume of grey matter in Intracalcarine Cortex (right),Volume of grey matter,238
25832,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),Volume of grey matter,239
25833,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),Volume of grey matter,240
25826,"Volume of grey matter in Lateral Occipital Cortex, inferior division (left)",Volume of grey matter,241
25827,"Volume of grey matter in Lateral Occipital Cortex, inferior division (right)",Volume of grey matter,242
25824,"Volume of grey matter in Lateral Occipital Cortex, superior division (left)",Volume of grey matter,243
25825,"Volume of grey matter in Lateral Occipital Cortex, superior division (right)",Volume of grey matter,244
25852,Volume of grey matter in Lingual Gyrus (left),Volume of grey matter,245
25853,Volume of grey matter in Lingual Gyrus (right),Volume of grey matter,246
25788,Volume of grey matter in Middle Frontal Gyrus (left),Volume of grey matter,247
25789,Volume of grey matter in Middle Frontal Gyrus (right),Volume of grey matter,248
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",Volume of grey matter,249
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",Volume of grey matter,250
25804,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",Volume of grey matter,251
25805,"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)",Volume of grey matter,252
25806,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)",Volume of grey matter,253
25807,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)",Volume of grey matter,254
25860,Volume of grey matter in Occipital Fusiform Gyrus (left),Volume of grey matter,255
25861,Volume of grey matter in Occipital Fusiform Gyrus (right),Volume of grey matter,256
25876,Volume of grey matter in Occipital Pole (left),Volume of grey matter,257
25877,Volume of grey matter in Occipital Pole (right),Volume of grey matter,258
25884,Volume of grey matter in Pallidum (left),Volume of grey matter,259
25885,Volume of grey matter in Pallidum (right),Volume of grey matter,260
25836,Volume of grey matter in Paracingulate Gyrus (left),Volume of grey matter,261
25837,Volume of grey matter in Paracingulate Gyrus (right),Volume of grey matter,262
25848,"Volume of grey matter in Parahippocampal Gyrus, anterior division (left)",Volume of grey matter,263
25849,"Volume of grey matter in Parahippocampal Gyrus, anterior division (right)",Volume of grey matter,264
25850,"Volume of grey matter in Parahippocampal Gyrus, posterior division (left)",Volume of grey matter,265
25851,"Volume of grey matter in Parahippocampal Gyrus, posterior division (right)",Volume of grey matter,266
25866,Volume of grey matter in Parietal Operculum Cortex (left),Volume of grey matter,267
25867,Volume of grey matter in Parietal Operculum Cortex (right),Volume of grey matter,268
25868,Volume of grey matter in Planum Polare (left),Volume of grey matter,269
25869,Volume of grey matter in Planum Polare (right),Volume of grey matter,270
25872,Volume of grey matter in Planum Temporale (left),Volume of grey matter,271
25873,Volume of grey matter in Planum Temporale (right),Volume of grey matter,272
25814,Volume of grey matter in Postcentral Gyrus (left),Volume of grey matter,273
25815,Volume of grey matter in Postcentral Gyrus (right),Volume of grey matter,274
25794,Volume of grey matter in Precentral Gyrus (left),Volume of grey matter,275
25795,Volume of grey matter in Precentral Gyrus (right),Volume of grey matter,276
25842,Volume of grey matter in Precuneous Cortex (left),Volume of grey matter,277
25843,Volume of grey matter in Precuneous Cortex (right),Volume of grey matter,278
25882,Volume of grey matter in Putamen (left),Volume of grey matter,279
25883,Volume of grey matter in Putamen (right),Volume of grey matter,280
25834,Volume of grey matter in Subcallosal Cortex (left),Volume of grey matter,281
25835,Volume of grey matter in Subcallosal Cortex (right),Volume of grey matter,282
25786,Volume of grey matter in Superior Frontal Gyrus (left),Volume of grey matter,283
25787,Volume of grey matter in Superior Frontal Gyrus (right),Volume of grey matter,284
25816,Volume of grey matter in Superior Parietal Lobule (left),Volume of grey matter,285
25817,Volume of grey matter in Superior Parietal Lobule (right),Volume of grey matter,286
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",Volume of grey matter,287
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",Volume of grey matter,288
25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",Volume of grey matter,289
25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",Volume of grey matter,290
25874,Volume of grey matter in Supracalcarine Cortex (left),Volume of grey matter,291
25875,Volume of grey matter in Supracalcarine Cortex (right),Volume of grey matter,292
25818,"Volume of grey matter in Supramarginal Gyrus, anterior division (left)",Volume of grey matter,293
25819,"Volume of grey matter in Supramarginal Gyrus, anterior division (right)",Volume of grey matter,294
25820,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)",Volume of grey matter,295
25821,"Volume of grey matter in Supramarginal Gyrus, posterior division (right)",Volume of grey matter,296
25854,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",Volume of grey matter,297
25855,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)",Volume of grey matter,298
25856,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)",Volume of grey matter,299
25857,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)",Volume of grey matter,300
25858,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),Volume of grey matter,301
25859,Volume of grey matter in Temporal Occipital Fusiform Cortex (right),Volume of grey matter,302
25796,Volume of grey matter in Temporal Pole (left),Volume of grey matter,303
25797,Volume of grey matter in Temporal Pole (right),Volume of grey matter,304
25878,Volume of grey matter in Thalamus (left),Volume of grey matter,305
25879,Volume of grey matter in Thalamus (right),Volume of grey matter,306
25895,Volume of grey matter in V Cerebellum (left),Volume of grey matter,307
25896,Volume of grey matter in V Cerebellum (right),Volume of grey matter,308
25897,Volume of grey matter in VI Cerebellum (left),Volume of grey matter,309
25899,Volume of grey matter in VI Cerebellum (right),Volume of grey matter,310
25898,Volume of grey matter in VI Cerebellum (vermis),Volume of grey matter,311
25909,Volume of grey matter in VIIIa Cerebellum (left),Volume of grey matter,312
25911,Volume of grey matter in VIIIa Cerebellum (right),Volume of grey matter,313
25910,Volume of grey matter in VIIIa Cerebellum (vermis),Volume of grey matter,314
25912,Volume of grey matter in VIIIb Cerebellum (left),Volume of grey matter,315
25914,Volume of grey matter in VIIIb Cerebellum (right),Volume of grey matter,316
25913,Volume of grey matter in VIIIb Cerebellum (vermis),Volume of grey matter,317
25906,Volume of grey matter in VIIb Cerebellum (left),Volume of grey matter,318
